Unique ID,Brand,Model,Case Size,Case Material,Dial,Reference Number,Movement,Bracelet Material,Bracelet Style,Bracelet Colour,Closing Mechanism,Closing Mechanism Material,Bezel,Bezel Colour,Bezel Numbers,Price,Complication 1,Complication 2,Complication 3,Complication 4,Hour Markers,Hour Marker Colour,Style,Exclusivity,Edition
RLX/DD/40/YG/CIRDIA/GRNOMB/ROM,Rolex,Daydate,40,Yellow Gold,Green Ombre,228348RBR,Calibre 3255,Yellow Gold,President,Yellow Gold,Folding Clasp,Yellow Gold,Diamond,Diamond,NULL,$62 200,Day,Date,,,Roman Numerals,Yellow Gold,Dress,High,NULL
RLX/DD/40/YG/CIRDIA/CHM/ROM,Rolex,Daydate,40,Yellow Gold,Champagne,228348RBR,Calibre 3255,Yellow Gold,President,Yellow Gold,Folding Clasp,Yellow Gold,Diamond,Diamond,NULL,$62 200,Day,Date,,,Indices,White,Dress,High,NULL
RLX/DD/40/YG/CIRDIA/CHM/IND,Rolex,Daydate,40,Yellow Gold,Champagne,228348RBR,Calibre 3255,Yellow Gold,President,Yellow Gold,Folding Clasp,Yellow Gold,Diamond,Diamond,NULL,$62 200,Day,Date,,,Roman Numerals,Yellow Gold,Dress,High,NULL
RLX/DD/40/YG/CIRDIA/SIL/ROM,Rolex,Daydate,40,Yellow Gold,Silver,228348RBR,Calibre 3255,Yellow Gold,President,Yellow Gold,Folding Clasp,Yellow Gold,Diamond,Diamond,NULL,$62 200,Day,Date,,,Roman Numerals,Yellow Gold,Dress,High,NULL
RLX/DD/40/YG/CIRDIA/SIL/IND,Rolex,Daydate,40,Yellow Gold,Silver,228348RBR,Calibre 3255,Yellow Gold,President,Yellow Gold,Folding Clasp,Yellow Gold,Diamond,Diamond,NULL,$62 200,Day,Date,,,Indices,White,Dress,High,NULL
RLX/DD/40/YG/CIRDIA/WHT/ROM,Rolex,Daydate,40,Yellow Gold,White,228348RBR,Calibre 3255,Yellow Gold,President,Yellow Gold,Folding Clasp,Yellow Gold,Diamond,Diamond,NULL,$66 700,Day,Date,,,Roman Numerals,Yellow Gold,Dress,High,NULL
RLX/DD/40/YG/CIRDIA/BLK/DIA,Rolex,Daydate,40,Yellow Gold,Black,228348RBR,Calibre 3255,Yellow Gold,President,Yellow Gold,Folding Clasp,Yellow Gold,Diamond,Diamond,NULL,$72 800,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/40/YG/CIRDIA/ONX/DIA,Rolex,Daydate,40,Yellow Gold,Black Onyx,228348RBR,Calibre 3255,Yellow Gold,President,Yellow Gold,Folding Clasp,Yellow Gold,Diamond,Diamond,NULL,$66 700,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/40/YG/CIRDIA/CHM/DIA,Rolex,Daydate,40,Yellow Gold,Champagne,228348RBR,Calibre 3255,Yellow Gold,President,Yellow Gold,Folding Clasp,Yellow Gold,Diamond,Diamond,NULL,$66 700,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/40/YG/CIRDIA/MOP/DIA,Rolex,Daydate,40,Yellow Gold,White Mother of Pearl,228348RBR,Calibre 3255,Yellow Gold,President,Yellow Gold,Folding Clasp,Yellow Gold,Diamond,Diamond,NULL,$66 700,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/40/YG/CIRDIA/DIA/DIA,Rolex,Daydate,40,Yellow Gold,Yellow Gold Diamond,228348RBR,Calibre 3255,Yellow Gold,President,Yellow Gold,Folding Clasp,Yellow Gold,Diamond,Diamond,NULL,$85 300,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/40/WG/F/BLK/IND,Rolex,Daydate,40,White Gold,Black,228239,Calibre 3255,White Gold,President,White Gold,Folding Clasp,White Gold,Fluted,White Gold,NULL,$46 300,Day,Date,,,Indices,White,Dress,Medium,NULL
RLX/DD/40/WG/F/SLT/IND,Rolex,Daydate,40,White Gold,Slate,228239,Calibre 3255,White Gold,President,White Gold,Folding Clasp,White Gold,Fluted,White Gold,NULL,$46 300,Day,Date,,,Indices,White,Dress,Medium,NULL
RLX/DD/40/WG/F/BLU/ROM,Rolex,Daydate,40,White Gold,Blue,228239,Calibre 3255,White Gold,President,White Gold,Folding Clasp,White Gold,Fluted,White Gold,NULL,$46 300,Day,Date,,,Roman Numerals,White Gold,Dress,Medium,NULL
RLX/DD/40/WG/F/BLUOMB/ROM,Rolex,Daydate,40,White Gold,Blue Ombre,228239,Calibre 3255,White Gold,President,White Gold,Folding Clasp,White Gold,Fluted,White Gold,NULL,$46 300,Day,Date,,,Roman Numerals,White Gold,Dress,Medium,NULL
RLX/DD/40/WG/F/OLV/ROM,Rolex,Daydate,40,White Gold,Olive Green,228239,Calibre 3255,White Gold,President,White Gold,Folding Clasp,White Gold,Fluted,White Gold,NULL,$46 300,Day,Date,,,Roman Numerals,White Gold,Dress,Medium,NULL
RLX/DD/40/WG/F/WHT/ROM,Rolex,Daydate,40,White Gold,White,228239,Calibre 3255,White Gold,President,White Gold,Folding Clasp,White Gold,Fluted,White Gold,NULL,$46 300,Day,Date,,,Roman Numerals,White Gold,Dress,Medium,NULL
RLX/DD/40/WG/F/BLK/DIA,Rolex,Daydate,40,White Gold,Black,228239,Calibre 3255,White Gold,President,White Gold,Folding Clasp,White Gold,Fluted,White Gold,NULL,$50 800,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/40/WG/F/SIL/DIA,Rolex,Daydate,40,White Gold,Silver,228239,Calibre 3255,White Gold,President,White Gold,Folding Clasp,White Gold,Fluted,White Gold,NULL,$50 800,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/40/WG/F/MET/DIA,Rolex,Daydate,40,White Gold,White Meteorite,228239,Calibre 3255,White Gold,President,White Gold,Folding Clasp,White Gold,Fluted,White Gold,NULL,$55 550,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/40/WG/F/MOP/DIA,Rolex,Daydate,40,White Gold,White Mother of Pearl,228239,Calibre 3255,White Gold,President,White Gold,Folding Clasp,White Gold,Fluted,White Gold,NULL,$51 850,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/WG/40/F/DIASAP,Rolex,Daydate,40,White Gold,Diamond,228239,Calibre 3255,White Gold,President,White Gold,Folding Clasp,White Gold,Fluted,White Gold,NULL,$69 400,Day,Date,,,Diamonds and Sapphires,Diamonds and Sapphires,Dress,High,NULL
RLX/DD/40/WG/CIRDIA/BLK/IND,Rolex,Daydate,40,White Gold,Black,228349RBR,Calibre 3255,White Gold,President,White Gold,Folding Clasp,White Gold,Diamond,Diamond,NULL,$65 400,Day,Date,,,Indices,White,Dress,High,NULL
RLX/DD/40/WG/CRIDIA/SLT/IND,Rolex,Daydate,40,White Gold,Slate,228349RBR,Calibre 3255,White Gold,President,White Gold,Folding Clasp,White Gold,Diamond,Diamond,NULL,$65 400,Day,Date,,,Indices,White,Dress,High,NULL
RLX/DD/40/WG/CIRDIA/BLU/ROM,Rolex,Daydate,40,White Gold,Blue,228349RBR,Calibre 3255,White Gold,President,White Gold,Folding Clasp,White Gold,Diamond,Diamond,NULL,$65 400,Day,Date,,,Roman Numerals,White Gold,Dress,High,NULL
RLX/DD/40/WG/CIRDIA/BLUOMB/ROM,Rolex,Daydate,40,White Gold,Blue Ombre,228349RBR,Calibre 3255,White Gold,President,White Gold,Folding Clasp,White Gold,Diamond,Diamond,NULL,$65 400,Day,Date,,,Roman Numerals,White Gold,Dress,High,NULL
RLX/DD/40/WG/CIRDIA/OLV/ROM,Rolex,Daydate,40,White Gold,Olive Green,228349RBR,Calibre 3255,White Gold,President,White Gold,Folding Clasp,White Gold,Diamond,Diamond,NULL,$65 400,Day,Date,,,Roman Numerals,White Gold,Dress,High,NULL
RLX/DD/40/WG/CIRDIA/WHT/ROM,Rolex,Daydate,40,White Gold,White,228349RBR,Calibre 3255,White Gold,President,White Gold,Folding Clasp,White Gold,Diamond,Diamond,NULL,$65 400,Day,Date,,,Roman Numerals,White Gold,Dress,High,NULL
RLX/DD/40/WG/CIRDIA/BLK/DIA,Rolex,Daydate,40,White Gold,Black,228349RBR,Calibre 3255,White Gold,President,White Gold,Folding Clasp,White Gold,Diamond,Diamond,NULL,$69 900,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/40/WG/CIRDIA/SIL/DIA,Rolex,Daydate,40,White Gold,Silver,228349RBR,Calibre 3255,White Gold,President,White Gold,Folding Clasp,White Gold,Diamond,Diamond,NULL,$69 900,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/40/WG/CIRDIA/MET/DIA,Rolex,Daydate,40,White Gold,White Meteorite,228349RBR,Calibre 3255,White Gold,President,White Gold,Folding Clasp,White Gold,Diamond,Diamond,NULL,$74 650,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/40/WG/CIRDIA/MOP/DIA,Rolex,Daydate,40,White Gold,White Mother of Pearl,228349RBR,Calibre 3255,White Gold,President,White Gold,Folding Clasp,White Gold,Diamond,Diamond,NULL,$70 950,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/40/WG/CIRDIA/DIA/DIASAP,Rolex,Daydate,40,White Gold,Diamond,228349RBR,Calibre 3255,White Gold,President,White Gold,Folding Clasp,White Gold,Diamond,Diamond,NULL,$88 500,Day,Date,,,Diamonds and Sapphires,Diamonds and Sapphires,Dress,High,NULL
RLX/DD/40/ER/F/SLTOMB/ROM,Rolex,Daydate,40,Everose Gold,Slate Ombre,228235,Calibre 3255,Everose Gold,President,Everose Gold,Folding Clasp,Everose Gold,Fluted,Everose Gold,NULL,$46 300,Day,Date,,,Roman Numerals,Everose Gold,Dress,Medium,NULL
RLX/DD/40/ER/F/CHO/ROM,Rolex,Daydate,40,Everose Gold,Chocolate,228235,Calibre 3255,Everose Gold,President,Everose Gold,Folding Clasp,Everose Gold,Fluted,Everose Gold,NULL,$46 300,Day,Date,,,Roman Numerals,Everose Gold,Dress,Medium,NULL
RLX/DD/40/ER/F/CHO/IND,Rolex,Daydate,40,Everose Gold,Chocolate,228235,Calibre 3255,Everose Gold,President,Everose Gold,Folding Clasp,Everose Gold,Fluted,Everose Gold,NULL,$46 300,Day,Date,,,Indices,White,Dress,Medium,NULL
RLX/DD/40/ER/FOLV/ROM,Rolex,Daydate,40,Everose Gold,Olive Green,228235,Calibre 3255,Everose Gold,President,Everose Gold,Folding Clasp,Everose Gold,Fluted,Everose Gold,NULL,$46 300,Day,Date,,,Roman Numerals,Everose Gold,Dress,Medium,NULL
RLX/DD/40/ER/F/SUN/ROM,Rolex,Daydate,40,Everose Gold,Sundust,228235,Calibre 3255,Everose Gold,President,Everose Gold,Folding Clasp,Everose Gold,Fluted,Everose Gold,NULL,$46 300,Day,Date,,,Roman Numerals,Everose Gold,Dress,Medium,NULL
RLX/DD/40/ER/F/WHT/ROM,Rolex,Daydate,40,Everose Gold,White,228235,Calibre 3255,Everose Gold,President,Everose Gold,Folding Clasp,Everose Gold,Fluted,Everose Gold,NULL,$46 300,Day,Date,,,Roman Numerals,Everose Gold,Dress,Medium,NULL
RLX/DD/40/ER/F/EIS/DIA,Rolex,Daydate,40,Everose Gold,Eisenkesel,228235,Calibre 3255,Everose Gold,President,Everose Gold,Folding Clasp,Everose Gold,Fluted,Everose Gold,NULL,$56 900,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/40/ER/F/CHO/DIA,Rolex,Daydate,40,Everose Gold,Chocolate,228235,Calibre 3255,Everose Gold,President,Everose Gold,Folding Clasp,Everose Gold,Fluted,Everose Gold,NULL,$50 800,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/40/ER/F/SUN/DIA,Rolex,Daydate,40,Everose Gold,Sundust,228235,Calibre 3255,Everose Gold,President,Everose Gold,Folding Clasp,Everose Gold,Fluted,Everose Gold,NULL,$50 800,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/40/ER/F/MOP/DIA,Rolex,Daydate,40,Everose Gold,Mother of Pearl,228235,Calibre 3255,Everose Gold,President,Everose Gold,Folding Clasp,Everose Gold,Fluted,Everose Gold,NULL,$51 850,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/40/ER/F/DIA/DIA,Rolex,Daydate,40,Everose Gold,Diamond,228235,Calibre 3255,Everose Gold,President,Everose Gold,Folding Clasp,Everose Gold,Fluted,Everose Gold,NULL,$69 400,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/40/ER/CIRDIA/SLTOMB/ROM,Rolex,Daydate,40,Everose Gold,Slate Ombre,228345RBR,Calibre 3255,Everose Gold,President,Everose Gold,Folding Clasp,Everose Gold,Fluted,Everose Gold,NULL,$65 400,Day,Date,,,Roman Numerals,Everose Gold,Dress,Medium,NULL
RLX/DD/40/ER/CIRDIA/CHO/ROM,Rolex,Daydate,40,Everose Gold,Chocolate,228345RBR,Calibre 3255,Everose Gold,President,Everose Gold,Folding Clasp,Everose Gold,Fluted,Everose Gold,NULL,$65 400,Day,Date,,,Roman Numerals,Everose Gold,Dress,Medium,NULL
RLX/DD/40/ER/CIRDIA/CHO/IND,Rolex,Daydate,40,Everose Gold,Chocolate,228345RBR,Calibre 3255,Everose Gold,President,Everose Gold,Folding Clasp,Everose Gold,Fluted,Everose Gold,NULL,$65 400,Day,Date,,,Indices,White,Dress,Medium,NULL
RLX/DD/40/ER/CIRDIA/OLV/ROM,Rolex,Daydate,40,Everose Gold,Olive Green,228345RBR,Calibre 3255,Everose Gold,President,Everose Gold,Folding Clasp,Everose Gold,Fluted,Everose Gold,NULL,$65 400,Day,Date,,,Roman Numerals,Everose Gold,Dress,Medium,NULL
RLX/DD/40/ER/CIRDIA/SUN/ROM,Rolex,Daydate,40,Everose Gold,Sundust,228345RBR,Calibre 3255,Everose Gold,President,Everose Gold,Folding Clasp,Everose Gold,Fluted,Everose Gold,NULL,$65 400,Day,Date,,,Roman Numerals,Everose Gold,Dress,Medium,NULL
RLX/DD/40/ER/CIRDIA/WHT/ROM,Rolex,Daydate,40,Everose Gold,White,228345RBR,Calibre 3255,Everose Gold,President,Everose Gold,Folding Clasp,Everose Gold,Fluted,Everose Gold,NULL,$65 400,Day,Date,,,Roman Numerals,Everose Gold,Dress,Medium,NULL
RLX/DD/40/ER/CIRDIA/EIS/DIA,Rolex,Daydate,40,Everose Gold,Eisenkesel,228345RBR,Calibre 3255,Everose Gold,President,Everose Gold,Folding Clasp,Everose Gold,Fluted,Everose Gold,NULL,$76 000,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/40/ER/CIRDIA/CHO/DIA,Rolex,Daydate,40,Everose Gold,Chocolate,228345RBR,Calibre 3255,Everose Gold,President,Everose Gold,Folding Clasp,Everose Gold,Fluted,Everose Gold,NULL,$69 900,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/40/ER/CIRDIA/SUN/DIA,Rolex,Daydate,40,Everose Gold,Sundust,228345RBR,Calibre 3255,Everose Gold,President,Everose Gold,Folding Clasp,Everose Gold,Fluted,Everose Gold,NULL,$69 900,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/40/ER/CIRDIA/MOP/DIA,Rolex,Daydate,40,Everose Gold,Mother of Pearl,228345RBR,Calibre 3255,Everose Gold,President,Everose Gold,Folding Clasp,Everose Gold,Fluted,Everose Gold,NULL,$70 950,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/40/ER/CIRDIA/DIA/DIA,Rolex,Daydate,40,Everose Gold,Diamond,228345RBR,Calibre 3255,Everose Gold,President,Everose Gold,Folding Clasp,Everose Gold,Fluted,Everose Gold,NULL,$88 500,Day,Date,,,Diamonds,Diamonds,Dress,High,NULL
RLX/DD/40/PL/F/BLK/IND,Rolex,Daydate,40,Platinum,Black,228236,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,Fluted,Platinum,NULL,$64 000,Day,Date,,,Roman Numerals,White,Dress,High,NULL
RLX/DD/40/PL/F/SIL/IND,Rolex,Daydate,40,Platinum,Silver,228236,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,Fluted,Platinum,NULL,$64 000,Day,Date,,,Roman Numerals,White,Dress,High,NULL
RLX/DD/40/PL/F/BLU/ROM,Rolex,Daydate,40,Platinum,Blue,228236,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,Fluted,Platinum,NULL,$64 000,Day,Date,,,Roman Numerals,White Gold,Dress,High,NULL
RLX/DD/40/PL/F/BLUEOMB/ROM,Rolex,Daydate,40,Platinum,Blue,228236,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,Fluted,Platinum,NULL,$64 000,Day,Date,,,Roman Numerals,White Gold,Dress,High,NULL
RLX/DD/40/PL/F/ICE/ROM,Rolex,Daydate,40,Platinum,Ice Blue,228236,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,Fluted,Platinum,NULL,$64 000,Day,Date,,,Roman Numerals,White Gold,Dress,High,NULL
RLX/DD/40/PL/F/ICE/IND,Rolex,Daydate,40,Platinum,Ice Blue,228236,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,Fluted,Platinum,NULL,$64 000,Day,Date,,,Indices,White,Dress,High,NULL
RLX/DD/40/PL/F/OLV/ROM,Rolex,Daydate,40,Platinum,Olive Green,228236,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,Fluted,Platinum,NULL,$64 000,Day,Date,,,Roman Numerals,White Gold,Dress,High,NULL
RLX/DD/40/PL/F/WHT/ROM,Rolex,Daydate,40,Platinum,White,228236,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,Fluted,Platinum,NULL,$64 000,Day,Date,,,Roman Numerals,White Gold,Dress,High,NULL
RLX/DD/40/PL/F/BLK/DIA,Rolex,Daydate,40,Platinum,Black,228236,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,Fluted,Platinum,NULL,$68 500,Day,Date,,,Diamonds,Diamond,Dress,High,NULL
RLX/DD/40/PL/F/ICE/DIA,Rolex,Daydate,40,Platinum,Ice Blue,228236,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,Fluted,Platinum,NULL,$68 500,Day,Date,,,Diamonds,Diamond,Dress,High,NULL
RLX/DD/40/PL/F/SIL/DIA,Rolex,Daydate,40,Platinum,Silver,228236,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,Fluted,Platinum,NULL,$68 500,Day,Date,,,Diamonds,Diamond,Dress,High,NULL
RLX/DD/40/PL/F/MET/DIA,Rolex,Daydate,40,Platinum,White Meteorite,228236,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,Fluted,Platinum,NULL,$73 250,Day,Date,,,Diamonds,Diamond,Dress,High,NULL
RLX/DD/40/PL/F/MOP/DIA,Rolex,Daydate,40,Platinum,Mother of Pearl,228236,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,Fluted,Platinum,NULL,$69 550,Day,Date,,,Diamonds,Diamond,Dress,High,NULL
RLX/DD/40/PL/F/DIA/DIASAP,Rolex,Daydate,40,Platinum,Diamond,228236,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,Fluted,Platinum,NULL,$87 100,Day,Date,,,Diamonds,Diamond,Dress,High,NULL
RLX/DD/40/PL/SQDIA/BLK/IND,Rolex,Daydate,40,Platinum,Black,228396TBR,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,Diamond,Platinum,NULL,$113 100,Day,Date,,,Roman Numerals,White,Dress,High,NULL
RLX/DD/40/PL/SQDIA/SIL/IND,Rolex,Daydate,40,Platinum,Silver,228396TBR,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,DIamond,Platinum,NULL,$113 100,Day,Date,,,Roman Numerals,White,Dress,High,NULL
RLX/DD/40/PL/SQDIA/BLU/ROM,Rolex,Daydate,40,Platinum,Blue,228396TBR,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,DIamond,Platinum,NULL,$113 100,Day,Date,,,Roman Numerals,White Gold,Dress,High,NULL
RLX/DD/40/PL/SQDIA/BLUOMB/ROM,Rolex,Daydate,40,Platinum,Blue,228396TBR,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,DIamond,Platinum,NULL,$113 100,Day,Date,,,Roman Numerals,White Gold,Dress,High,NULL
RLX/DD/40/PL/SQDIA/ICE/ROM,Rolex,Daydate,40,Platinum,Ice Blue,228396TBR,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,DIamond,Platinum,NULL,$113 100,Day,Date,,,Roman Numerals,White Gold,Dress,High,NULL
RLX/DD/40/PL/SQDIA/ICE/IND,Rolex,Daydate,40,Platinum,Ice Blue,228396TBR,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,DIamond,Platinum,NULL,$113 100,Day,Date,,,Indices,White,Dress,High,NULL
RLX/DD/40/PL/SQDIA/OLV/ROM,Rolex,Daydate,40,Platinum,Olive Green,228396TBR,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,DIamond,Platinum,NULL,$113 100,Day,Date,,,Roman Numerals,White Gold,Dress,High,NULL
RLX/DD/40/PL/SQDIA/WHT/ROM,Rolex,Daydate,40,Platinum,White,228396TBR,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,DIamond,Platinum,NULL,$113 100,Day,Date,,,Roman Numerals,White Gold,Dress,High,NULL
RLX/DD/40/PL/SQDIA/BLK/DIA,Rolex,Daydate,40,Platinum,Black,228396TBR,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,DIamond,Platinum,NULL,$117 600,Day,Date,,,Diamonds,Diamond,Dress,High,NULL
RLX/DD/40/PL/SQDIA/SIL/DIA,Rolex,Daydate,40,Platinum,Ice Blue,228396TBR,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,DIamond,Platinum,NULL,$117 600,Day,Date,,,Diamonds,Diamond,Dress,High,NULL
RLX/DD/40/PL/SQDIA/SIL/DIA,Rolex,Daydate,40,Platinum,Silver,228396TBR,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,DIamond,Platinum,NULL,$117 600,Day,Date,,,Diamonds,Diamond,Dress,High,NULL
RLX/DD/40/PL/SQDIA/MET/DIA,Rolex,Daydate,40,Platinum,White Meteorite,228396TBR,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,DIamond,Platinum,NULL,$122 350,Day,Date,,,Diamonds,Diamond,Dress,High,NULL
RLX/DD/40/PL/SQDIA/MOP/DIA,Rolex,Daydate,40,Platinum,Mother of Pearl,228396TBR,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,DIamond,Platinum,NULL,$118 650,Day,Date,,,Diamonds,Diamond,Dress,High,NULL
RLX/DD/40/PL/SQDIA/DIA/DIASAP,Rolex,Daydate,40,Platinum,Diamond,228396TBR,Calibre 3255,Platinum,President,Platinum,Folding Clasp,Platinum,DIamond,Platinum,NULL,$136 200,Day,Date,,,Diamonds,Diamond,Dress,High,NULL
RLX/DTNA/ST/C/O/BLK/WG.OUT/IND,Rolex,Daytona,40,Oystersteel,Black,126500LN,Calibre 4131,Oystersteel,Oyster,Oystersteel,Folding Clasp,Oystersteel,Ceramic,Black,Oystersteel,$15 550,Chronograph,,,,Indices,White,Sport,Medium-High,NULL
RLX/DTNA/ST/C/O/WHT/WG.OUT/IND,Rolex,Daytona,40,Oystersteel,White,126500LN,Calibre 4131,Oystersteel,Oyster,Oystersteel,Folding Clasp,Oystersteel,Ceramic,Black,Oystersteel,$15 550,Chronograph,,,,Indices,White,Sport,Medium-High,NULL
RLX/DTNA/YR/YG/O/BLK.OUT/IND,Rolex,Daytona,40,Yellow Rolesor,Black,126503,Calibre 4131,Yellow Rolesor,Oyster,Yellow Rolesor,Folding Clasp,Yellow Rolesor,Yellow Gold,Yellow Gold,Black,$21 400,Chronograph,,,,Indices,White,Sport,Low-Medium,NULL
RLX/DTNA/YR/YG/O/CHM/BLK.OUT/IND,Rolex,Daytona,40,Yellow Rolesor,Champagne,126503,Calibre 4131,Yellow Rolesor,Oyster,Yellow Rolesor,Folding Clasp,Yellow Rolesor,Yellow Gold,Yellow Gold,Black,$21 400,Chronograph,,,,Indices,White,Sport,Low-Medium,NULL
RLX/DTNA/YR/O/WHT/CHM.OUT/IND,Rolex,Daytona,40,Yellow Rolesor,White,126503,Calibre 4131,Yellow Rolesor,Oyster,Yellow Rolesor,Folding Clasp,Yellow Rolesor,Yellow Gold,Yellow Gold,Black,$21 400,Chronograph,,,,Indices,White,Sport,Low-Medium,NULL
RLX/DTNA/YR/YG/BLK/CHM.FUL/DIA,Rolex,Daytona,40,Yellow Rolesor,Black,126503,Calibre 4131,Yellow Rolesor,Oyster,Yellow Rolesor,Folding Clasp,Yellow Rolesor,Yellow Gold,Yellow Gold,Black,$23 400,Chronograph,,,,Diamonds,Diamond,Sport,Low-Medium,NULL
RLX/DTNA/YG.O/BLK/CHM.FUL/IND,Rolex,Daytona,40,Yellow Gold,Black,126508,Calibre 4131,Yellow Gold,Oyster,Yellow Gold,Folding Clasp,Yellow Gold,Yellow Gold,Yellow Gold,Black,$47 000,Chronograph,,,,Indices,White,Sport,Medium-High,NULL
RLX/DTNA/YG.O/BLK/CHM.OUT/IND,Rolex,Daytona,40,Yellow Gold,Black,126508,Calibre 4131,Yellow Gold,Oyster,Yellow Gold,Folding Clasp,Yellow Gold,Yellow Gold,Yellow Gold,Black,$47 000,Chronograph,,,,Indices,White,Sport,Medium-High,NULL
RLX/DTNA/YG.O/CHM/BLK.OUT/IND,Rolex,Daytona,40,Yellow Gold,Champagne,126508,Calibre 4131,Yellow Gold,Oyster,Yellow Gold,Folding Clasp,Yellow Gold,Yellow Gold,Yellow Gold,Black,$47 000,Chronograph,,,,Indices,White,Sport,Medium-High,NULL
RLX/DTNA/YG.O/CHM/BLK.FUL/IND,Rolex,Daytona,40,Yellow Gold,Champagne,126508,Calibre 4131,Yellow Gold,Oyster,Yellow Gold,Folding Clasp,Yellow Gold,Yellow Gold,Yellow Gold,Black,$47 000,Chronograph,,,,Indices,White,Sport,Medium-High,NULL
RLX/DTNA/YG.O/WHT/CHM.OUT/IND,Rolex,Daytona,40,Yellow Gold,White,126508,Calibre 4131,Yellow Gold,Oyster,Yellow Gold,Folding Clasp,Yellow Gold,Yellow Gold,Yellow Gold,Black,$47 000,Chronograph,,,,Indices,White,Sport,Medium-High,NULL
RLX/DTNA/YG.O/YG/BLK/CHM.FUL/DIA,Rolex,Daytona,40,Yellow Gold,Black,126508,Calibre 4131,Yellow Gold,Oyster,Yellow Gold,Folding Clasp,Yellow Gold,Yellow Gold,Yellow Gold,Black,$49 000,Chronograph,,,,Diamonds,White,Sport,Medium-High,NULL
RLX/DTNA/YG.OF/C/BLK/CHM.FUL/IND,Rolex,Daytona,40,Yellow Gold,Black,126518LN,Calibre 4131,Rubber,Oysterflex,Black,Folding Clasp,Yellow Gold,Ceramic,Black,Yellow Gold,$36 400,Chronograph,,,,Indices,White,Sport,Medium-High,NULL
RLX/DTNA/YG.OF/C/BLK/CHM.OUT/IND,Rolex,Daytona,40,Yellow Gold,Black,126518LN,Calibre 4131,Rubber,Oysterflex,Black,Folding Clasp,Yellow Gold,Ceramic,Black,Yellow Gold,$36 400,Chronograph,,,,Indices,White,Sport,Medium-High,NULL
